Rating;Rating Agency;Corporation;Year;Default Probability;Predicted Rating
BB-;Egan-Jones Ratings Company;HARSCO CORPORATION;2015;0.000011244840572;BB
BBB-;Egan-Jones Ratings Company;HASBRO, INC;2015;0.000067857117287;B
BBB;Egan-Jones Ratings Company;HASBRO, INC;2015;0.000043479182618;B
BBB;Egan-Jones Ratings Company;HASBRO, INC;2015;0.000055137992164;B
BBB;Egan-Jones Ratings Company;HASBRO, INC;2015;0.000049296426191;B
B+;Egan-Jones Ratings Company;HCA HEALTHCARE INC;2015;0.000146566988842;BBB
B+;Egan-Jones Ratings Company;HCA HEALTHCARE INC;2015;0.000189458042638;BBB
B+;Egan-Jones Ratings Company;HCA HEALTHCARE INC;2015;0.000109146014924;BBB
BB-;Egan-Jones Ratings Company;HCA HEALTHCARE INC;2015;0.000176763278952;BBB
B+;Standard & Poor's Ratings Services;HCA Healthcare, Inc.;2015;0.000110763711123;BBB
B+;Standard & Poor's Ratings Services;HCA Healthcare, Inc.;2015;0.000121944823361;BBB
B+;Moody's Investors Service;HCA Healthcare, Inc.;2015;0.000000465390337;BBB
A+;Egan-Jones Ratings Company;HERSHEY COMPANY;2015;0.000171216603759;AAA
A+;Egan-Jones Ratings Company;HERSHEY COMPANY;2015;0.000243480965707;AAA
A+;Egan-Jones Ratings Company;HERSHEY COMPANY;2015;0.000224363453510;AAA
A+;Egan-Jones Ratings Company;HERSHEY COMPANY;2015;0.000243342391568;AAA
B;Egan-Jones Ratings Company;HERTZ GLOBAL HOLDINGS, INC;2015;0.000000593948997;BBB
B;Egan-Jones Ratings Company;HERTZ GLOBAL HOLDINGS, INC;2015;0.000000642882387;BBB
BBB;Egan-Jones Ratings Company;HESS CORPORATION;2015;0.000493274051158;AAA
BBB-;Egan-Jones Ratings Company;HESS CORPORATION;2015;0.000450260782542;AAA
BB+;Egan-Jones Ratings Company;HESS CORPORATION;2015;0.000113367205149;BB
BB+;Egan-Jones Ratings Company;HESS CORPORATION;2015;0.000108087081203;BB
BB+;Egan-Jones Ratings Company;HILTON WORLDWIDE HOLDINGS INC;2015;0.000015842704168;BB
BB+;Egan-Jones Ratings Company;HILTON WORLDWIDE HOLDINGS INC;2015;0.000014828776294;BB
BB+;Egan-Jones Ratings Company;HILTON WORLDWIDE HOLDINGS INC;2015;0.000014354562657;BB
BB+;Egan-Jones Ratings Company;HILTON WORLDWIDE HOLDINGS INC;2015;0.000013685231362;BB
AA-;Egan-Jones Ratings Company;HONEYWELL INTERNATIONAL INC;2015;0.929507234763788;AA
AA-;Egan-Jones Ratings Company;HONEYWELL INTERNATIONAL INC;2015;0.923952790187141;AA
AA;Egan-Jones Ratings Company;HONEYWELL INTERNATIONAL INC;2015;0.923917485351215;AA
AA;Egan-Jones Ratings Company;HONEYWELL INTERNATIONAL INC;2015;0.922920532083155;AA
AA-;Egan-Jones Ratings Company;HORMEL FOODS CORPORATION;2015;0.879078295496190;AA
AA-;Egan-Jones Ratings Company;HORMEL FOODS CORPORATION;2015;0.880477736835022;AA
AA-;Egan-Jones Ratings Company;HORMEL FOODS CORPORATION;2015;0.888732031902320;AA
AA-;Egan-Jones Ratings Company;HORMEL FOODS CORPORATION;2015;0.907277467516402;AA
CCC+;Egan-Jones Ratings Company;HOVNANIAN ENTERPRISES, INC;2015;0.000113428393690;C
B-;Egan-Jones Ratings Company;HOVNANIAN ENTERPRISES, INC;2015;0.000115178854708;C
B-;Egan-Jones Ratings Company;HOVNANIAN ENTERPRISES, INC;2015;0.000129417161565;C
CCC+;Egan-Jones Ratings Company;HOVNANIAN ENTERPRISES, INC;2015;0.000123449055597;C
CCC+;Egan-Jones Ratings Company;HOVNANIAN ENTERPRISES, INC;2015;0.000186993249579;C
AA;Standard & Poor's Ratings Services;Halliburton Co.;2015;0.999421182001717;AA
AA;Standard & Poor's Ratings Services;Halliburton Co.;2015;0.999197241754675;AA
A;Moody's Investors Service;Halliburton Company;2015;0.000120183682690;AAA
BBB-;Standard & Poor's Ratings Services;Hanesbrands Inc.;2015;0.000111159787516;B
BBB-;Standard & Poor's Ratings Services;Hanesbrands Inc.;2015;0.000136705575131;B
A-;Moody's Investors Service;Harley-Davidson, Inc.;2015;0.000159248229644;AAA
A;Fitch Ratings;Harley-Davidson, Inc.;2015;0.000089632718825;AAA
BBB-;Fitch Ratings;Harsco Corporation;2015;0.000000630953921;B
B+;Standard & Poor's Ratings Services;Hemisphere Media Holdings, LLC;2015;0.000137002944341;BBB
A+;Moody's Investors Service;Hershey Company (The);2015;0.015831988797760;AAA
AA;Standard & Poor's Ratings Services;Hershey Company (The);2015;0.744205843817956;AA
A-;Fitch Ratings;Hewlett Packard Enterprise;2015;0.000000075466306;AAA
A;Standard & Poor's Ratings Services;Hewlett Packard Enterprise Co.;2015;0.000108015262352;AAA
BBB;Standard & Poor's Ratings Services;Hewlett Packard Enterprise Co.;2015;0.000074886473878;AAA
BBB;Standard & Poor's Ratings Services;Hewlett Packard Enterprise Co.;2015;0.000079800468112;B
BBB-;Standard & Poor's Ratings Services;Hexcel Corp.;2015;0.000061942342103;B
BB;Standard & Poor's Ratings Services;Holly Energy Partners LP;2015;0.000041228450414;BB
BB;Standard & Poor's Ratings Services;Holly Energy Partners LP;2015;0.000040805848905;BB
B+;Moody's Investors Service;Hologic, Inc.;2015;0.000006580256759;BBB
B+;Moody's Investors Service;Hologic, Inc.;2015;0.000007309367520;BBB
AA;Standard & Poor's Ratings Services;Honeywell International Inc.;2015;0.841694235354075;AA
AA;Standard & Poor's Ratings Services;Honeywell International Inc.;2015;0.871539097471519;AA
B;Standard & Poor's Ratings Services;Horizon Global Corp.;2015;0.000046808666396;BBB
B;Standard & Poor's Ratings Services;Horizon Global Corp.;2015;0.000029572682307;BBB
A+;Moody's Investors Service;Hormel Foods Corporation;2015;0.000040859164825;AAA
BB;Standard & Poor's Ratings Services;Houghton Mifflin Harcourt Publishers Inc.;2015;0.000047123650933;BB
BB;Standard & Poor's Ratings Services;Houghton Mifflin Harcourt Publishers Inc.;2015;0.000036050477787;BBB
A;Standard & Poor's Ratings Services;Hunt (J.B.) Transport Services Inc.;2015;0.000204727899442;AAA
BB+;Standard & Poor's Ratings Services;Huntington Ingalls Industries Inc.;2015;0.000022113174470;BB
BB+;Standard & Poor's Ratings Services;Huntington Ingalls Industries Inc.;2015;0.000021584329198;BB
BB+;Standard & Poor's Ratings Services;Huntington Ingalls Industries Inc.;2015;0.000018028529973;BB
BB+;Fitch Ratings;Huntington Ingalls Industries, Inc.;2015;0.000000049539204;BB
B+;Moody's Investors Service;Huntsman International LLC;2015;0.000000639217022;BBB
A;Standard & Poor's Ratings Services;IDACORP Inc.;2015;0.000298849675232;AAA
AA-;Egan-Jones Ratings Company;IDACORP, INC;2015;0.480317132252865;AAA
AA-;Egan-Jones Ratings Company;IDACORP, INC;2015;0.453243820659891;AAA
AA-;Egan-Jones Ratings Company;IDACORP, INC;2015;0.463253113345365;AAA
AA-;Egan-Jones Ratings Company;IDACORP, INC;2015;0.551070035125803;AA
A-;Egan-Jones Ratings Company;IDEX CORPORATION;2015;0.000153982915401;AAA
A-;Egan-Jones Ratings Company;IDEX CORPORATION;2015;0.000156426643306;AAA
A-;Egan-Jones Ratings Company;IDEX CORPORATION;2015;0.000204202308859;AAA
A-;Egan-Jones Ratings Company;IDEX CORPORATION;2015;0.000226186801626;AAA
A-;Egan-Jones Ratings Company;IDEX CORPORATION;2015;0.000194625881417;AAA
A+;Egan-Jones Ratings Company;ILLINOIS TOOL WORKS INC;2015;0.211211694222507;AAA
A+;Egan-Jones Ratings Company;ILLINOIS TOOL WORKS INC;2015;0.242017114545633;AAA
A+;Egan-Jones Ratings Company;ILLINOIS TOOL WORKS INC;2015;0.244456289309550;AAA
A+;Egan-Jones Ratings Company;ILLINOIS TOOL WORKS INC;2015;0.249440190871172;AAA
A-;Egan-Jones Ratings Company;INGREDION INCORPORATED;2015;0.000090302322143;AAA
A-;Egan-Jones Ratings Company;INGREDION INCORPORATED;2015;0.000115644358882;AAA
A-;Egan-Jones Ratings Company;INGREDION INCORPORATED;2015;0.000101011665210;AAA
A-;Egan-Jones Ratings Company;INGREDION INCORPORATED;2015;0.000078715811853;AAA
A;Egan-Jones Ratings Company;INTEL CORPORATION;2015;0.185244434382246;AAA
A;Egan-Jones Ratings Company;INTEL CORPORATION;2015;0.177164597899752;AAA
A;Egan-Jones Ratings Company;INTEL CORPORATION;2015;0.149424568202144;AAA
A;Egan-Jones Ratings Company;INTEL CORPORATION;2015;0.179106100306209;AAA
A;Egan-Jones Ratings Company;INTEL CORPORATION;2015;0.183081181316825;AAA
A+;Egan-Jones Ratings Company;INTERDIGITAL, INC;2015;0.000035609240512;AAA
A+;Egan-Jones Ratings Company;INTERDIGITAL, INC;2015;0.000031090040731;AAA
A+;Egan-Jones Ratings Company;INTERDIGITAL, INC;2015;0.000031502080893;AAA
A+;Egan-Jones Ratings Company;INTERDIGITAL, INC;2015;0.000037058296680;AAA
BBB+;Egan-Jones Ratings Company;INTERNATIONAL SPEEDWAY;2015;0.000159725223886;AAA
BBB+;Egan-Jones Ratings Company;INTERNATIONAL SPEEDWAY;2015;0.000212164659626;AAA
A-;Egan-Jones Ratings Company;INTERNATIONAL SPEEDWAY;2015;0.000184536940040;AAA
A-;Egan-Jones Ratings Company;INTERNATIONAL SPEEDWAY;2015;0.000169097694140;AAA
A-;Egan-Jones Ratings Company;INTERNATIONAL SPEEDWAY;2015;0.000174212629841;AAA
BBB+;Egan-Jones Ratings Company;INTERPUBLIC GROUP OF;2015;0.000011539774788;B
BBB+;Egan-Jones Ratings Company;INTERPUBLIC GROUP OF;2015;0.000008360638037;B
BBB+;Egan-Jones Ratings Company;INTERPUBLIC GROUP OF;2015;0.000012456528659;B
BBB+;Egan-Jones Ratings Company;INTERPUBLIC GROUP OF;2015;0.000006123628090;B
BBB;Egan-Jones Ratings Company;INTREPID POTASH, INC.;2015;0.000044702341414;B
A;Egan-Jones Ratings Company;INTUIT INC;2015;0.000068421740246;AAA
A;Egan-Jones Ratings Company;INTUIT INC;2015;0.000082708057946;AAA
A;Egan-Jones Ratings Company;INTUIT INC;2015;0.000064778814431;AAA
A;Egan-Jones Ratings Company;INTUIT INC;2015;0.000073182094350;AAA
A;Egan-Jones Ratings Company;INTUIT INC;2015;0.000051956226634;AAA
BBB-;Egan-Jones Ratings Company;IRON MOUNTAIN, INC;2015;0.000051504617768;B
BB+;Egan-Jones Ratings Company;IRON MOUNTAIN, INC;2015;0.000023031546333;BB
BB+;Egan-Jones Ratings Company;IRON MOUNTAIN, INC;2015;0.000021400118651;BB
BB;Egan-Jones Ratings Company;IRON MOUNTAIN, INC;2015;0.000019370345934;BB
A+;Standard & Poor's Ratings Services;Illinois Tool Works Inc.;2015;0.346889975781670;AAA
A;Moody's Investors Service;Illinois Tool Works Inc.;2015;0.002887463975149;AAA
BBB;Standard & Poor's Ratings Services;Illumina, Inc.;2015;0.000123060140184;B
AAA;HR Ratings de Mexico S.A. de C.V.;Industrias Bachoco, S.A.B. de C.V.;2015;0.558068832418042;AA
BB-;Standard & Poor's Ratings Services;Ingles Markets Inc.;2015;0.000052548806532;BB
BBB;Fitch Ratings;Ingredion Incorporated;2015;0.000000204444741;B
AAA;Standard & Poor's Ratings Services;Intel Corp.;2015;0.000250020069122;AAA
A+;Standard & Poor's Ratings Services;Intel Corp.;2015;0.000288461046668;AAA
A+;Fitch Ratings;Intel Corporation;2015;0.000010439568183;AAA
A+;Fitch Ratings;Intel Corporation;2015;0.000009490724559;AAA
A+;Moody's Investors Service;Intel Corporation;2015;0.000019191884765;AAA
B+;Standard & Poor's Ratings Services;Iron Mountain Information Management, LLC;2015;0.000130176759646;BB
BBB-;Egan-Jones Ratings Company;JABIL INC;2015;0.000022317507247;B
BBB-;Egan-Jones Ratings Company;JABIL INC;2015;0.000036286369674;B
BBB-;Egan-Jones Ratings Company;JABIL INC;2015;0.000027240235280;B
BBB-;Egan-Jones Ratings Company;JABIL INC;2015;0.000017062896203;B
BB+;Egan-Jones Ratings Company;JETBLUE AIRWAYS CORPORATION;2015;0.000041748585787;BB
BB+;Egan-Jones Ratings Company;JETBLUE AIRWAYS CORPORATION;2015;0.000039281802144;BB
BBB-;Egan-Jones Ratings Company;JETBLUE AIRWAYS CORPORATION;2015;0.000100658882880;B
BBB-;Egan-Jones Ratings Company;JETBLUE AIRWAYS CORPORATION;2015;0.000078995259064;B
AA+;Egan-Jones Ratings Company;JOHNSON & JOHNSON;2015;0.999439838546150;AA
AA+;Egan-Jones Ratings Company;JOHNSON & JOHNSON;2015;0.999439085870219;AA
AA+;Egan-Jones Ratings Company;JOHNSON & JOHNSON;2015;0.999449468751546;AA
AA+;Egan-Jones Ratings Company;JOHNSON & JOHNSON;2015;0.999446030863836;AA
AA+;Egan-Jones Ratings Company;JOHNSON & JOHNSON;2015;0.999451699650326;AA
AA-;Egan-Jones Ratings Company;JOHNSON CONTROLS INTERNATIONAL;2015;0.494324654382818;AA
AA-;Egan-Jones Ratings Company;JOHNSON CONTROLS INTERNATIONAL;2015;0.559487864729248;AA
AA-;Egan-Jones Ratings Company;JOHNSON CONTROLS INTERNATIONAL;2015;0.549332991870085;AA
AA-;Egan-Jones Ratings Company;JOHNSON CONTROLS INTERNATIONAL;2015;0.552960671630267;AA
BBB+;Egan-Jones Ratings Company;JUNIPER NETWORKS, INC.;2015;0.000061144350388;AAA
BBB+;Egan-Jones Ratings Company;JUNIPER NETWORKS, INC.;2015;0.000076810103569;AAA
BBB+;Egan-Jones Ratings Company;JUNIPER NETWORKS, INC.;2015;0.000073766600890;AAA
BBB+;Egan-Jones Ratings Company;JUNIPER NETWORKS, INC.;2015;0.000069472051631;AAA
BBB-;Standard & Poor's Ratings Services;Jabil Inc.;2015;0.000151251252611;B
BBB-;Standard & Poor's Ratings Services;Jabil Inc.;2015;0.000083692247096;B
BB+;Standard & Poor's Ratings Services;Jazz Pharmaceuticals Ireland Ltd;2015;0.000092059956718;BB
BBB-;Moody's Investors Service;JetBlue Airways Corp.;2015;0.000000578018317;B
BB+;Fitch Ratings;JetBlue Airways Corporation;2015;0.000000620119993;BB
AAA;Standard & Poor's Ratings Services;Johnson & Johnson;2015;0.000006921199350;A
A;Standard & Poor's Ratings Services;Johnson (S.C.) & Son Inc.;2015;0.000479509251334;AAA
A;Standard & Poor's Ratings Services;Johnson (S.C.) & Son Inc.;2015;0.000492597332789;AAA
BBB+;Standard & Poor's Ratings Services;Johnson Controls Inc.;2015;0.000615577962153;B
BBB;Standard & Poor's Ratings Services;Juniper Networks Inc.;2015;0.000050757618309;B
BBB;Egan-Jones Ratings Company;KENNAMETAL INC.;2015;0.000133601792362;AAA
BBB;Egan-Jones Ratings Company;KENNAMETAL INC.;2015;0.000168694686897;AAA
BBB-;Egan-Jones Ratings Company;KENNAMETAL INC.;2015;0.000075620637726;B
BBB-;Egan-Jones Ratings Company;KENNAMETAL INC.;2015;0.000057752627272;B
A;Egan-Jones Ratings Company;KIMBERLY-CLARK CORPORATION;2015;0.000101297174466;AAA
A;Egan-Jones Ratings Company;KIMBERLY-CLARK CORPORATION;2015;0.000095923446121;AAA
A-;Egan-Jones Ratings Company;KIMBERLY-CLARK CORPORATION;2015;0.000088396353863;AAA
A-;Egan-Jones Ratings Company;KIMBERLY-CLARK CORPORATION;2015;0.000102587683536;AAA
BBB;Egan-Jones Ratings Company;KOHL'S CORPORATION;2015;0.000038033849960;B
BBB;Egan-Jones Ratings Company;KOHL'S CORPORATION;2015;0.000051641620840;B
BBB+;Egan-Jones Ratings Company;KOHL'S CORPORATION;2015;0.000042558124028;B
BBB+;Egan-Jones Ratings Company;KOHL'S CORPORATION;2015;0.000038362640739;B
BBB+;Egan-Jones Ratings Company;KOHL'S CORPORATION;2015;0.000050822524217;B
BBB+;Egan-Jones Ratings Company;KONINKLIJKE PHILIPS NV;2015;0.000174604358905;AAA
BBB+;Egan-Jones Ratings Company;KONINKLIJKE PHILIPS NV;2015;0.000120579625919;B
BBB+;Egan-Jones Ratings Company;KONINKLIJKE PHILIPS NV;2015;0.000119308393351;B
BBB+;Egan-Jones Ratings Company;KONINKLIJKE PHILIPS NV;2015;0.000098373467420;B
A-;Egan-Jones Ratings Company;KRAFT HEINZ COMPANY;2015;0.000064485536116;AAA
BBB-;Egan-Jones Ratings Company;KRAFT HEINZ COMPANY;2015;0.000071317609583;AAA
BBB-;Egan-Jones Ratings Company;KRAFT HEINZ COMPANY;2015;0.000057809657385;AAA
BBB-;Standard & Poor's Ratings Services;Keysight Technologies Inc.;2015;0.000061945946699;B
BBB-;Standard & Poor's Ratings Services;Keysight Technologies Inc.;2015;0.000084108378867;B
A;Standard & Poor's Ratings Services;Kimberly-Clark Corp.;2015;0.405851205927599;AAA
AA;Standard & Poor's Ratings Services;Kimberly-Clark Corp.;2015;0.372415188530080;AAA
BBB-;Standard & Poor's Ratings Services;Kinross Gold Corp.;2015;0.000000544378556;B
BBB-;Standard & Poor's Ratings Services;Kinross Gold Corp.;2015;0.000000650176167;B
BB+;Moody's Investors Service;Kinross Gold Corporation;2015;0.000000041629837;BB
BBB;Moody's Investors Service;Kirby Corporation;2015;0.000001039426471;B
BBB+;Moody's Investors Service;Kohl's Corporation;2015;0.000000914947983;B
BBB+;Standard & Poor's Ratings Services;Koninklijke Philips N.V.;2015;0.000270311770812;AAA
BBB+;Standard & Poor's Ratings Services;Koninklijke Philips N.V.;2015;0.000251927346118;AAA
B+;Standard & Poor's Ratings Services;Koppers Holdings Inc.;2015;0.000081838426113;BBB
B+;Standard & Poor's Ratings Services;Koppers Holdings Inc.;2015;0.000101138892903;BBB
A+;Standard & Poor's Ratings Services;Korea Electric Power Corp.;2015;0.232357694017411;AAA
AA-;Standard & Poor's Ratings Services;Korea Electric Power Corp.;2015;0.283996642695754;AAA
AA-;Fitch Ratings;Korea Electric Power Corporation;2015;0.998903609340316;AA
AA-;Fitch Ratings;Korea Electric Power Corporation;2015;0.998939856864518;AA
AA;Moody's Investors Service;Korea Electric Power Corporation;2015;0.999428447882597;AA
B;Fitch Ratings;Kosmos Energy Ltd.;2015;0.000005780892703;BBB
CCC+;Standard & Poor's Ratings Services;Kosmos Energy, Ltd.;2015;0.000172982990073;C
CCC+;Standard & Poor's Ratings Services;Kosmos Energy, Ltd.;2015;0.000226176382191;C
BBB-;Standard & Poor's Ratings Services;Kraft Heinz Canada ULC;2015;0.000032858950142;B
BBB-;Standard & Poor's Ratings Services;Kraft Heinz Canada ULC;2015;0.000025628563222;B
B-;Standard & Poor's Ratings Services;Kratos Defense & Security Solutions Inc.;2015;0.000052436365533;BBB
B-;Standard & Poor's Ratings Services;Kratos Defense & Security Solutions Inc.;2015;0.000037298516819;BBB
CCC;Moody's Investors Service;Kratos Defense and Security Solutions, Inc.;2015;0.000003690418120;C
B+;Standard & Poor's Ratings Services;Kronos Worldwide Inc.;2015;0.000085055799902;BBB
B+;Standard & Poor's Ratings Services;Kronos Worldwide Inc.;2015;0.000060629194736;BBB
B+;Moody's Investors Service;Kronos Worldwide, Inc.;2015;0.000003479409902;BBB
A-;Egan-Jones Ratings Company;LEAR CORPORATION;2015;0.000090335680002;AAA
BBB+;Egan-Jones Ratings Company;LEAR CORPORATION;2015;0.000081052546973;AAA
BBB+;Egan-Jones Ratings Company;LEAR CORPORATION;2015;0.000092564713898;AAA
BBB+;Egan-Jones Ratings Company;LEAR CORPORATION;2015;0.000107464170052;AAA
A-;Egan-Jones Ratings Company;LEAR CORPORATION;2015;0.000080917452331;AAA
A+;Egan-Jones Ratings Company;LENNOX INTERNATIONAL INC.;2015;0.000075086061682;AAA
A+;Egan-Jones Ratings Company;LENNOX INTERNATIONAL INC.;2015;0.000076110656029;AAA
A+;Egan-Jones Ratings Company;LENNOX INTERNATIONAL INC.;2015;0.000085984385871;AAA
A+;Egan-Jones Ratings Company;LENNOX INTERNATIONAL INC.;2015;0.000097118533009;AAA
A+;Egan-Jones Ratings Company;LENNOX INTERNATIONAL INC.;2015;0.000095781387221;AAA
A+;Egan-Jones Ratings Company;LENNOX INTERNATIONAL INC.;2015;0.000095751305969;AAA
BB+;Egan-Jones Ratings Company;LIBERTY MEDIA CORP.;2015;0.000000299542771;BB
BB+;Egan-Jones Ratings Company;LIBERTY MEDIA CORP.;2015;0.000000316301221;BB
BB+;Egan-Jones Ratings Company;LIBERTY MEDIA CORP.;2015;0.000000301554337;BB
BB-;Standard & Poor's Ratings Services;LKQ Corporation;2015;0.000200397485480;BB
A-;Egan-Jones Ratings Company;LOCKHEED MARTIN CORPORATION;2015;0.000000272508027;B
A-;Egan-Jones Ratings Company;LOCKHEED MARTIN CORPORATION;2015;0.000000254229628;B
BBB+;Egan-Jones Ratings Company;LOCKHEED MARTIN CORPORATION;2015;0.000000203882868;B
BBB+;Egan-Jones Ratings Company;LOCKHEED MARTIN CORPORATION;2015;0.000000232270022;B
BBB+;Egan-Jones Ratings Company;LOCKHEED MARTIN CORPORATION;2015;0.000000211657363;B
A-;Egan-Jones Ratings Company;LOCKHEED MARTIN CORPORATION;2015;0.000000200028309;B
B+;Standard & Poor's Ratings Services;LSB Industries Inc.;2015;0.000072988374210;BBB
B+;Standard & Poor's Ratings Services;LSB Industries Inc.;2015;0.000085140008471;BBB
B-;Standard & Poor's Ratings Services;LSB Industries Inc.;2015;0.000058820233460;BBB
B+;Moody's Investors Service;LSB Industries, Inc.;2015;0.000001596906156;BBB
BBB+;Moody's Investors Service;Lam Research Corp.;2015;0.000000086758747;B
B-;Standard & Poor's Ratings Services;Lamar Advertising Co.;2015;0.000081677968496;BBB
BB;Moody's Investors Service;Lamar Advertising Company;2015;0.000000145457075;BB
B;Standard & Poor's Ratings Services;Laredo Petroleum Inc.;2015;0.000000000000000;BBB
B;Standard & Poor's Ratings Services;Laredo Petroleum Inc.;2015;0.000000000000000;BBB
BB+;Moody's Investors Service;Las Vegas Sands Corp.;2015;0.000000214307767;BB
BBB-;Standard & Poor's Ratings Services;Las Vegas Sands LLC;2015;0.000115392780412;B
BB-;Moody's Investors Service;Lattice Semiconductor Corporation;2015;0.000034551940017;BBB
B;Moody's Investors Service;Lattice Semiconductor Corporation;2015;0.000032599277416;BB
BB;Standard & Poor's Ratings Services;Lear Corp.;2015;0.000060181895479;BB
BBB-;Standard & Poor's Ratings Services;Lear Corp.;2015;0.000068064783656;B
BB+;Moody's Investors Service;Lear Corporation;2015;0.000000300682874;BB
B-;Standard & Poor's Ratings Services;Lee Enterprises, Inc.;2015;0.000090004140918;BBB
BB-;Moody's Investors Service;Lennar Corporation;2015;0.000012855542339;BB
BB;Moody's Investors Service;Lennar Corporation;2015;0.000012884761570;BB
BB;Moody's Investors Service;Lennar Corporation;2015;0.000012460336371;BB
BB-;Moody's Investors Service;Lions Gate Entertainment Corp.;2015;0.000001136530706;BB
B+;Standard & Poor's Ratings Services;Live Nation Entertainment Inc.;2015;0.000029234762641;BBB
B+;Standard & Poor's Ratings Services;Live Nation Entertainment Inc.;2015;0.000018963225983;BBB
BBB+;Standard & Poor's Ratings Services;Lockheed Martin Corp.;2015;0.000005951400811;B
BBB+;Moody's Investors Service;Lockheed Martin Corporation;2015;0.000000435653180;B
BBB+;Fitch Ratings;Lockheed Martin Corporation;2015;0.000000195683478;B
BBB+;Moody's Investors Service;Lockheed Martin Corporation;2015;0.000000384454866;B
B;Standard & Poor's Ratings Services;Louisiana-Pacific Corp.;2015;0.000183904901532;BBB
BBB;Standard & Poor's Ratings Services;LyondellBasell Industries N.V.;2015;0.000309050136466;B
BBB+;Moody's Investors Service;LyondellBasell Industries N.V.;2015;0.000000344719884;B
BB;Egan-Jones Ratings Company;M.D.C. HOLDINGS, INC;2015;0.000104616896924;BB
BB+;Egan-Jones Ratings Company;M.D.C. HOLDINGS, INC;2015;0.000095280303595;BB
BB;Egan-Jones Ratings Company;M.D.C. HOLDINGS, INC;2015;0.000094008331627;BB
BB;Egan-Jones Ratings Company;M.D.C. HOLDINGS, INC;2015;0.000098275915398;BB
BB;Moody's Investors Service;M.D.C. Holdings, Inc.;2015;0.000022747820832;BB
BB;Egan-Jones Ratings Company;M/I HOMES, INC;2015;0.000121147499911;BB
BB;Egan-Jones Ratings Company;M/I HOMES, INC;2015;0.000134824056477;BB
BB;Egan-Jones Ratings Company;M/I HOMES, INC;2015;0.000132032984666;BB
BB;Egan-Jones Ratings Company;M/I HOMES, INC;2015;0.000096991659584;BB
B-;Moody's Investors Service;M/I Homes, Inc.;2015;0.000011740797992;BBB
BB-;Fitch Ratings;M/I Homes, Inc.;2015;0.000022053039304;BB
BB-;Standard & Poor's Ratings Services;MACOM Technology Solutions Holdings, Inc.;2015;0.000092124756594;BBB
A-;Egan-Jones Ratings Company;MAGELLAN MIDSTREAM PARTNERS,;2015;0.000147505587637;AAA
A-;Egan-Jones Ratings Company;MAGELLAN MIDSTREAM PARTNERS,;2015;0.000104657406645;AAA
A-;Egan-Jones Ratings Company;MAGELLAN MIDSTREAM PARTNERS,;2015;0.000120848562308;AAA
A-;Egan-Jones Ratings Company;MAGELLAN MIDSTREAM PARTNERS,;2015;0.000111028890233;AAA
A-;Egan-Jones Ratings Company;MANPOWERGROUP INC.;2015;0.000098984827925;AAA
A-;Egan-Jones Ratings Company;MANPOWERGROUP INC.;2015;0.000132476533032;AAA
A-;Egan-Jones Ratings Company;MANPOWERGROUP INC.;2015;0.000132662022258;AAA
A-;Egan-Jones Ratings Company;MANPOWERGROUP INC.;2015;0.000132684359143;AAA
BBB;Egan-Jones Ratings Company;MARATHON OIL CORPORATION;2015;0.000166354866661;AAA
BBB;Egan-Jones Ratings Company;MARATHON OIL CORPORATION;2015;0.000179706911726;AAA
BBB;Egan-Jones Ratings Company;MARATHON OIL CORPORATION;2015;0.000118615155941;AAA
BBB-;Egan-Jones Ratings Company;MARATHON OIL CORPORATION;2015;0.000151764110553;AAA
BB+;Egan-Jones Ratings Company;MARATHON OIL CORPORATION;2015;0.000062828453419;BB
BBB-;Egan-Jones Ratings Company;MARTIN MARIETTA MATERIALS,;2015;0.000057689633044;B
BBB-;Egan-Jones Ratings Company;MARTIN MARIETTA MATERIALS,;2015;0.000058960491263;B
BBB;Egan-Jones Ratings Company;MARTIN MARIETTA MATERIALS,;2015;0.000068673793638;B
BBB;Egan-Jones Ratings Company;MARTIN MARIETTA MATERIALS,;2015;0.000062767914931;B
BBB+;Egan-Jones Ratings Company;MARTIN MARIETTA MATERIALS,;2015;0.000045758008887;B
BB+;Egan-Jones Ratings Company;MASCO CORPORATION;2015;0.000016180740795;BB
BBB-;Egan-Jones Ratings Company;MASTEC, INC;2015;0.000052374408212;B
BB+;Egan-Jones Ratings Company;MASTEC, INC;2015;0.000040644663849;BB
BB+;Egan-Jones Ratings Company;MASTEC, INC;2015;0.000037992168411;BB
A;Egan-Jones Ratings Company;MCCORMICK & COMPANY;2015;0.000022494721154;AAA
A;Egan-Jones Ratings Company;MCCORMICK & COMPANY;2015;0.000022187615285;AAA
A;Egan-Jones Ratings Company;MCCORMICK & COMPANY;2015;0.000024721434521;AAA
A;Egan-Jones Ratings Company;MCCORMICK & COMPANY;2015;0.000024381528853;AAA
BBB+;Egan-Jones Ratings Company;MCKESSON CORPORATION;2015;0.000056249608183;B
BBB+;Egan-Jones Ratings Company;MCKESSON CORPORATION;2015;0.000137933434689;B
BBB+;Egan-Jones Ratings Company;MCKESSON CORPORATION;2015;0.000146194290255;B
BBB+;Egan-Jones Ratings Company;MCKESSON CORPORATION;2015;0.000132102482774;B
B;Egan-Jones Ratings Company;MERITOR, INC;2015;0.000000710351871;BBB
B+;Egan-Jones Ratings Company;MERITOR, INC;2015;0.000000641763387;BBB
